message,Retweets,Favourites,Datetime,Label
"Praying for the safety and well-being of all those affected by Cyclone Vayu.  The Government and local agencies are providing real-time information, which I urge those in affected areas to closely follow.",2918,26904,12-06-2019 11:47,Modi
The Central Government is closely monitoring the situation due to Cyclone Vayu in Gujarat and other parts of India.   I have been constantly in touch with State Governments.   NDRF and other agencies are working round the clock to provide all possible assistance.,4953,40899,12-06-2019 9:28,Modi
Have you ever practiced Vakrasana? Its advantages are numerous and long lasting.   Watch this video. #YogaDay2019 https://t.co/XllWeXUkSC,6447,32030,12-06-2019 3:10,Modi
"Best wishes to my valued Cabinet colleague @nstomar Ji. A hardworking and diligent leader, hes been doing exceptional work towards transforming Indias rural landscape. His efforts have played a big role in making BJP stronger. Praying for his long and healthy life.",2789,25762,12-06-2019 3:09,Modi
#YogaDay2019 https://t.co/I9vjtQcgqu,9037,51400,11-06-2019 2:28,Modi
"Had an extensive interaction with Secretaries to the Government of India. Discussed governance related issues including:  Boosting 'Ease of Living.'  Focus on water, agriculture & animal husbandry.   Making business easer.   More technology in government.  https://t.co/NiWzRIMHWT https://t.co/nFdaOUambU",4174,28168,10-06-2019 16:19,Modi
Zyesht Ashtami hund chu tohe saarni Mubarak! Lassiv te phalliv.   Greetings to all my Kashmiri Pandit sisters and brothers on Jyeshtha Ashtami.   May the blessings of Mata Kheer Bhawani give strength to everyone and may there be peace as well as prosperity everywhere.,7265,47651,10-06-2019 10:23,Modi
Girish Karnad will be remembered for his versatile acting across all mediums. He also spoke passionately on causes dear to him. His works will continue being popular in the years to come. Saddened by his demise. May his soul rest in peace.,6758,59280,10-06-2019 5:04,Modi
"Ustrasana is wonderful for your health.   Practising this Asana regularly will strengthen the back, shoulders and improve flexibility.   Learn this Asana and make it an integral part of your daily Yoga routine. #YogaDay2019 https://t.co/s6btN9wGIj",5919,27720,10-06-2019 3:16,Modi
Sharing some glimpses from Tirumala. https://t.co/IfZ0NIADRB,5234,37932,09-06-2019 16:21,Modi
Sheela Gautam Ji will be remembered for her monumental service and efforts to make the BJP stronger. She served her constituents with immense dedication. Her demise is saddening. My thoughts are with her family and well-wishers. Om Shanti.,3153,26612,09-06-2019 15:57,Modi
"Feeling extremely blessed after praying at the Sri Vekateswara Swamy Temple in Tirumala, Andhra Pradesh. https://t.co/rJc4IqUIw1",13123,103829,09-06-2019 15:10,Modi
Addressing a public meeting in Tirupati. Watch. https://t.co/6kHU35PFiH,3679,18370,09-06-2019 12:16,Modi
I had a short but immensely fruitful Sri Lanka visit.   Sri Lanka has a special place in our hearts.   I assure my sisters and brothers of Sri Lanka that India will always be there with you and support your nations progress.   Thank you for the memorable welcome and hospitality. https://t.co/peIkXhyahH,3708,26943,09-06-2019 9:59,Modi
Had fruitful discussions with Prime Minister Ranil Wickremesinghe. Assured India's full support to further strengthen bilateral development partnership including through people oriented projects in Sri Lanka. https://t.co/QXAnvkrTro,2148,13881,09-06-2019 9:52,Modi
Addressing the Indian community in Colombo. Watch. https://t.co/IUxLCIIRB5,3194,15150,09-06-2019 9:33,Modi
"Had an extensive meeting with the Leader of Opposition, Mr. Mahinda Rajapaksa.   We discussed the need for close collaboration between India and Sri Lanka in the fields of counter terrorism, security and economic development. @PresRajapaksa https://t.co/uOs7BSTBuH",1810,10656,09-06-2019 9:24,Modi
"Met President @MaithripalaS, our second meeting in 10 days.   President Sirisena and I agreed that terrorism is a joint threat that needs collective and focussed action.   Reiterated Indias commitment to partner with Sri Lanka for a shared,  secure and prosperous future. https://t.co/gDkV2vikcM",2068,12053,09-06-2019 9:06,Modi
I am confident Sri Lanka will rise again.   Cowardly acts of terror cannot defeat the spirit of Sri Lanka.   India stands in solidarity with the people of Sri Lanka https://t.co/n8PA8pQnoJ,3705,24122,09-06-2019 6:46,Modi
"Started the Sri Lanka visit by paying my respect at one of the sites of the horrific Easter Sunday Attack, St. Anthony's Shrine, Kochchikade.   My heart goes out to the families of the victims and the injured. https://t.co/RTdmNGcDyg",5994,41347,09-06-2019 6:44,Modi
"Happy to be back in Sri Lanka, my third visit to this beautiful island in four years. Share the warmth shown by the people of SL in equal measure. India never forgets her friends when they are in need. Deeply touched by the ceremonial welcome. @RW_UNP https://t.co/wjZjKPno01",3115,22155,09-06-2019 6:03,Modi
"Dear citizens of the Republic of Maldives,  I am humbled by the affection I have received in you wonderful nation. Thank you for being great hosts.   I also thank the Government for the hospitality.   This visit will lead to stupendous outcomes, adding vigour to bilateral ties. https://t.co/CpgWmtmUfX",2967,18190,09-06-2019 3:50,Modi
Mi dhathuruge sababun dhe gaumuge gulhumah ithuru kuri erumeh libigendhaane muhimmu ethah kameh ninmijje. Adhi dhe gaumuge gulhumah ithuru furihama kameh libijje. https://t.co/dXUZycaQRU,2650,27360,09-06-2019 3:46,Modi
"Dhivehiraajjeyge lobuvethi rayyithun,  Dhivehiraajjein libunu loibaai, dhivehin behettevi gaaikamah shukuruverivan. Thiya dhevvi furihama mehmaandhaari ah dhivehi rayyithunnashaai dhivehi sarukaarah shukuru dhannavan. https://t.co/w0NbaWXXBg",3311,33577,09-06-2019 3:46,Modi
Terrorism is a major challenge the world faces.   State sponsorship of terror is an issue we will have to deal with.   There is no point of seeing terrorists as good terrorists and bad terrorists.   A terrorist is a terrorist whose hateful ideology has no place in our planet. https://t.co/GrJF4l5HfQ,6328,31381,09-06-2019 2:33,Modi
We cherish the strong historical and cultural ties between India and the Republic of Maldives.  India is proud to support various measures that will boost people-to-people relations between our nations. https://t.co/9xSBMsNP34,2245,12138,09-06-2019 2:33,Modi
The @mvpeoplesmajlis is not merely brick and mortar.  It represents the hopes and aspirations of the people of Maldives.   India will always support the people of Maldives in their development trajectory. https://t.co/4mfp6Mj2js,1848,9472,09-06-2019 2:32,Modi
"Do you practice Padahastasana?  If not, know more about it and the numerous advantages of this Asana.   #YogaDay2019 https://t.co/tPdSgTVmZ0",4142,17045,09-06-2019 2:31,Modi
"Humbled to receive The Most Honourable Order of the Distinguished Rule of Nishan Izzuddeen.   I dedicate this award to the values and ethos of India, as well as the ever lasting friendship between India and Maldives. https://t.co/dlkDDWETiN",4546,31852,08-06-2019 17:59,Modi
"Happy to have met you, Vice President @FaisalNasym.  Our talks will add strength to ties between India and the Republic of Maldives. https://t.co/iCGd6XoOai",2228,15942,08-06-2019 17:34,Modi
"I thank members of the @mvpeoplesmajlis for being a part of today's programme.   My speech covered aspects of bilateral ties between our nations, the need to eliminate terror, working together to combat climate change and other issues.  Sharing pictures from the occasion. https://t.co/4Z9U85LvZx",2103,12086,08-06-2019 17:08,Modi
Former President @maumoonagayoom is an extraordinary statesman who has served the Republic of Maldives with great diligence.   Had fruitful discussions with him on ways to strengthen friendship between India and the Republic of Maldives. https://t.co/qHj5UY2nyu,1722,9626,08-06-2019 17:00,Modi
"Mr. @MohamedNasheed has always been a strong votary of robust relations between India and the Republic of Maldives.   We had a wonderful meeting in Male, where a wide range of topics were discussed. https://t.co/V0eULGNdsY",1887,10355,08-06-2019 16:58,Modi
"Had an excellent meeting with President @ibusolih.   During our talks, we reviewed the full range of relations between India and the Republic of Maldives. We discussed ways to enhance economic and cultural relations between the citizens of our nations. @presidencymv https://t.co/LE1nvrw3O4",1585,7910,08-06-2019 16:57,Modi
Adhi alhugandumenge dhe gaumuge rayyithun medhugai igthisaadhee adhi sagaafee gulhun badhahikureveyne goiythakaamedhu mashvaraakurevunu. https://t.co/k1NSNIGr8D,2552,27643,08-06-2019 16:53,Modi
Raees @ibusolih aa eku binaakuranivi bahdhaluvumeh beyhvunu. Mi bahdhaluvumugai India aa Dhivehiraajje aa dhemedhu oiy hurihaa gulhumakaai beheygothun vaahaka dhekevunu. https://t.co/QEbqSeNJMi,3485,36870,08-06-2019 16:53,Modi
Honoured to address @mvpeoplesmajlis. Watch my address. https://t.co/0cEhKQk7PJ,3651,16686,08-06-2019 14:01,Modi
"Connected by cricket!   My friend, President @ibusolih is an ardent cricket fan, so I presented him a cricket bat that has been signed by #TeamIndia  playing at the #CWC19. https://t.co/G0pggAZ60e",9753,87877,08-06-2019 12:29,Modi
Reached the Republic of Maldives.   This visit indicates the importance India attaches to strong ties with the Republic of Maldives and the desire to boost cooperation in various spheres. https://t.co/EwpwMzThvH,3264,20770,08-06-2019 11:08,Modi
"Dhivehiraajje ah aadhevijje. Mi dhathuru, alhuganduge dhevana dhauruge furathama dhathuru dhahkuvaidheny India ah Dhivehiraajje aa gulhifaivaa varugadha gulhumuge muhinmukan. adhi thafaathu ronguthakun gulhun badhahikurumah beynunvaa minvaru. https://t.co/jj9Ga1DHwm",3929,26151,08-06-2019 11:07,Modi
"The 2019 Lok Sabha elections marked a victory for positivity and a resounding rejection of negativity.   With this new spirit, let us all work together to build a New India! https://t.co/lDXn4r9Txf",3244,19147,08-06-2019 8:00,Modi
"I come to Kerala with a deep sense of gratitude to the people.   Yes, our Party did not win a seat here but I will serve the state with even greater vigour and deepen the bond with its wonderful citizens.   Highlighted our vision for agriculture, tourism, healthcare and more. https://t.co/lbG7Y6OXIK",5770,36353,08-06-2019 7:57,Modi
Speaking in Guruvayur. Watch. https://t.co/evfCpP7Tht,3575,17343,08-06-2019 6:25,Modi
A blessed moment from the Guruvayur Temple. https://t.co/MgBLNM3IHJ,5386,43419,08-06-2019 5:57,Modi
The Guruvayur Temple is divine and magnificent. Prayed at this iconic Temple for the progress and prosperity of India. https://t.co/sB5I4GEYZA,8881,59185,08-06-2019 5:38,Modi
.         https://t.co/fQpK3JWuB7,6361,44204,08-06-2019 5:33,Modi
"Stronger back, better blood circulation and more...  Know why practising Ardha Chakrasana is helpful. #YogaDay2019 https://t.co/qbXAaflWus",6263,30513,08-06-2019 3:07,Modi
I thank President @ibusolih for inviting me to the Republic of Maldives. I also had the opportunity to be a part of the inauguration ceremony in November 2018. India views the Maldives as a valued partner with whom we share deep bonds of history and culture.,3900,41972,07-06-2019 11:35,Modi
"The people of India stand firmly with the people of Sri Lanka, who suffered great agony and destruction in the wake of the horrific terror attacks on Easter. We fully support Sri Lanka in the fight against terror.",4147,41634,07-06-2019 11:35,Modi
I would be visiting the Maldives and Sri Lanka on 8th and 9th June. These visits indicate the importance we attach to the policy of Neighbourhood First and will further cement ties with key maritime neighbours. https://t.co/vMW2cT55EZ,7380,68597,07-06-2019 11:35,Modi
?      ... #YogaDay2019 https://t.co/QmDlf97JVc,10734,57650,07-06-2019 2:39,Modi
"Deeply pained by the demise of Rajyogini Sarla Didi Ji, associated with the Brahma Kumaris family. She embodied hardwork, service and compassion. I am fortunate to have always received her good wishes. My thoughts are with @brahmakumarisHQ family and her followers. Om Shanti. https://t.co/l8H6kgwwGa",5592,45838,06-06-2019 11:43,Modi
"-   - , ,      ,",16385,110715,06-06-2019 3:53,Modi
Doing Tadasana properly would enable you to practice many other Asanas with ease.  Know more about this Asana and its benefits. #YogaDay2019 https://t.co/YlhNhcRas8,8536,42608,06-06-2019 2:26,Modi
Anguished by the passing away of Uttarakhands Finance Minister Shri Prakash Pant. His organisational skills helped strengthen the BJP and administrative skills contributed to Uttarakhands progress. My thoughts are with his family and supporters. Om Shanti.,4989,39249,05-06-2019 14:36,Modi
"As #TeamIndia begins its #CWC19 journey today, best wishes to the entire Team.   May this tournament witness good cricket and celebrate the spirit of sportsmanship.        ! #INDvSA",18746,137830,05-06-2019 10:00,Modi
"Padma Shri Dinyar Contractor was special because he spread lots of happiness. His versatile acting brought smiles on several faces. Be it theatre, television or films, he excelled across all mediums. Saddened by his demise. My thoughts are with his family and admirers. https://t.co/yV8JswP1g1",3979,34361,05-06-2019 6:06,Modi
"On 21st June, we will mark #YogaDay2019.   I urge you all to make Yoga an integral part of your life and also inspire others to do the same.   The benefits of Yoga are tremendous.  Here is a video on Trikonasana. https://t.co/YDB6T3rw1d",10052,47259,05-06-2019 3:15,Modi
"Greetings to Uttar Pradeshs dynamic Chief Minister, @myogiadityanath Ji on his birthday. Yogi Ji has done commendable work in transforming Uttar Pradesh, especially in areas like agriculture, industry as well as in improving law and order. I pray for his long and healthy life.",10771,77898,05-06-2019 3:03,Modi
"Our Planet and Environment is something we all cherish greatly. Today on #WorldEnvironmentDay, we reiterate our commitment to ensure a cleaner planet.   Living in harmony with nature will lead to a better future. https://t.co/3V7yLD3d8U",8766,38923,05-06-2019 2:57,Modi
Have a blessed Id-ul-Fitr. https://t.co/71R9GMW3Tf,10413,81851,05-06-2019 2:49,Modi
"Greetings to my sisters and brothers of Andhra Pradesh. From science to sports, education to enterprise, APs contribution is immense. May the state prosper in the coming years.",7756,82318,02-06-2019 3:37,Modi
"On Telanganas Statehood Day, my best wishes to the people of this wonderful state. Telangana is known for its hardworking citizens who are making great contributions to our nations development. I pray for the progress of Telangana.",6485,60682,02-06-2019 3:36,Modi
Thank you @PMBhutan for accepting our invitation to grace the Swearing-in Ceremony. Bhutan is India's trusted friend and neighbour. I look forward to continue working with you to further strengthen our exemplary partnership. https://t.co/ZU7H3f3SFi,6492,72843,31-05-2019 16:41,Modi
"Thank you President Md Abdul Hamid, for gracing our Swearing-in Ceremony.   Our talks today were extensive and productive, aimed at boosting bilateral cooperation. https://t.co/kcQxdaxr4I",3458,33241,31-05-2019 16:40,Modi
Had a very warm and productive meeting with PM @kpsharmaoli.   Thank you for your gracious presence at the Swearing-in Ceremony. I look forward to working with you to take India-Nepal partnership to newer heights. https://t.co/GyACZ2ihuN,3537,32599,31-05-2019 16:38,Modi
"People first, people always.   Glad that path-breaking decisions were taken in the Cabinet, the first in this tenure. Hardworking farmers and industrious traders will benefit greatly due to these decisions.   The decisions will enhance dignity and empowerment of several Indians. https://t.co/U9JTXeyoVm",11061,53219,31-05-2019 14:31,Modi
Our Governments first decision dedicated to those who protect India!   Major changes approved in PMs Scholarship Scheme under the National Defence Fund including enhanced scholarships for wards of police personnel martyred in terror or Maoist attacks.   https://t.co/Vm90BD77hm https://t.co/iXhFNlBCIc,18890,112638,31-05-2019 12:12,Modi
"Heartfelt thanks to Prime Minister Pravind Jugnauth for gracing the Swearing-in Ceremony. Your presence is testimony of the enduring and special relations between India and Mauritius, which I look forward to further strengthening with you.  We also had an excellent meeting today. https://t.co/qXG8CRUln8",5046,46982,31-05-2019 10:14,Modi
"Thank you President @MaithripalaS for gracing the Swearing-in Ceremony. I look forward to further strengtheing India-Sri Lanka relations, which are time-tested and based on civilizational ties.   Our meeting today was extremely fruitful. https://t.co/ExBsl9nk4i",3573,31141,31-05-2019 10:08,Modi
"Held extensive deliberations with the President of the Kyrgyz Republic, Mr. Sooronbay Jeenbekov. Our talks covered the full spectrum of bilateral ties between our nations and ways to deepen economic and social cooperation in the times to come. https://t.co/1BB65stzEb",5914,46305,30-05-2019 17:55,Modi
Here are some more pictures from the swearing-in ceremony. Grateful for everyones blessings.   The occasion was made even more special by the participation of esteemed world leaders. I thank them for being a part of todays programme. https://t.co/5EA5SBiizp,12139,86940,30-05-2019 16:59,Modi
"Congratulations to all those who took oath today. This team is a blend of youthful energy and administrative experience. It has people who have excelled as Parliamentarians and those who have had distinguished professional careers.   Together, we will work for Indias progress. https://t.co/NKQh61eYCh",17431,130058,30-05-2019 16:57,Modi
Honoured to serve India! Watch the oath taking ceremony. https://t.co/GW6u0AfmTl,24524,104740,30-05-2019 13:27,Modi
"On Goas Statehood Day, my greetings to the people of Goa. Goa epitomises harmony, brotherhood and progressive values. The state has made a rich contribution to Indias progress.   May Goa continue developing in the times to come.",4043,31511,30-05-2019 08:55,Modi
"Greetings to the Chief Minister of Puducherry, Shri @VNarayanasami on his birthday. I pray for his long and healthy life.",2647,28959,30-05-2019 08:54,Modi
Congratulations to @ysjagan on taking oath as Andhra Pradeshs Chief Minister. I assure full cooperation from the Centre. We will work together to take Andhra Pradesh to new heights.,8036,72925,30-05-2019 08:53,Modi
India is proud of all those brave men and women martyred in the line of duty.   Paid tributes to our brave soldiers at the Rashtriya Samar Smarak.   Our Government will leave no stone unturned to safeguard Indias unity and integrity. National security is our priority. https://t.co/jMR2tGOJDH,8893,56884,30-05-2019 03:51,Modi
"We remember beloved Atal Ji every single moment.    He would have been very happy to see BJP get such a great opportunity to serve people.  Motivated by Atal Jis life and work, we will strive to enhance good governance and transform lives.   Here are glimpses from Sadaiv Atal. https://t.co/7LXNkU0DP4",13127,90208,30-05-2019 03:45,Modi
"Paid tributes to respected Bapu at Rajghat.   This year, we mark the 150th Jayanti of Bapu. May this special occasion further popularise Bapus noble ideals and continue inspiring us to empower the lives of the poor, downtrodden and marginalised. https://t.co/7HLOgdXzzx",5750,42090,30-05-2019 03:41,Modi
"Congratulations to the dynamic @PemaKhanduBJP on being sworn in as the CM of Arunachal Pradesh. Best wishes to him and his team in taking Arunachal Pradesh to newer heights of growth and glory. Looking forward to working together for the states citizens, especially the youth.",6490,55018,29-05-2019 10:52,Modi
Thank you President @Azali_officiel. I look forward to continue working with you to deepen India-Comoros ties. https://t.co/kauDvo19KN,2845,26366,29-05-2019 10:22,Modi
Congratulations to Shri Naveen Patnaik Ji on taking oath as Odishas Chief Minister. Best wishes to him and his team in fulfilling the peoples aspirations. I assure complete cooperation from the Centre in working for Odishas progress. @Naveen_Odisha,9081,86298,29-05-2019 05:38,Modi
Thank you HH Sheikh @MohamedBinZayed for your invaluable friendship and good wishes. Looking forward to further enhance with you India-UAE relations for peace and prosperity of our people and the world. https://t.co/RBRNIJHoAR,4855,37350,28-05-2019 06:54,Modi
Meeting Pranab Da is always an enriching experience. His knowledge and insights are unparalleled. He is a statesman who has made an indelible contribution to our nation.  Sought his blessings during our meeting today. https://t.co/dxFj6NPNd5,14675,110982,28-05-2019 06:47,Modi
"We bow to Veer Savarkar on his Jayanti.   Veer Savarkar epitomises courage, patriotism and unflinching commitment to a strong India.   He inspired many people to devote themselves towards nation building. https://t.co/k1rmFHz250",22884,113677,28-05-2019 02:41,Modi
Congratulations to Shri Prem Singh Tamang on taking oath as Sikkims Chief Minister. I assure full support from the Centre in furthering Sikkims development.,5847,55435,27-05-2019 14:26,Modi
2019       Work of our Government and efforts of our workers led to a wonderful outcome. https://t.co/tKq3OtNEdj,3764,22672,27-05-2019 14:25,Modi
The 2019 Lok Sabha elections saw a pro-incumbency vote.  Chemistry prevailed over old-school arithmetic. https://t.co/7NO5sUdrJk,3074,17860,27-05-2019 14:24,Modi
"We are immensely proud of Indias culture.  Similarly, we are also optimistic about Indias future.  We are working to create an India that is powerful and prosperous, empowered and inclusive. https://t.co/li5E1N4mlo",4547,26232,27-05-2019 14:24,Modi
"BJP is firmly committed to democratic values.  Which is why, whenever BJP forms the Government in a state, the Opposition gets proper respect. This is unlike places where non-BJP parties rule and subvert dissenting voices. https://t.co/udNk09pHma",2832,14851,27-05-2019 14:24,Modi
"A blessed day in Kashi.   Prayed at the Kashi Vishwanath Temple.  Interacted with hardworking BJP Karyakartas, who have earnestly worked for the party's historic win in the elections.  Truly humbled by people's affection. https://t.co/zkkZv97U9B",3862,25602,27-05-2019 14:23,Modi
I thank Excellecy President Rouhani for his warm greetings. India and Iran enjoy civilizational links. We will work to strengthen close ties between the two countries. @HassanRouhani,3043,26222,27-05-2019 13:09,Modi
Thank you Prime Minister @AndrewHolnessJM for your gracious words. This victory is a reflection of the aspirations of 1.3 billion people. I look forward to working with you to strengthen our friendly relations for the mutual progress and prosperity of our people. https://t.co/gbNGERrLfU,2465,19154,27-05-2019 12:55,Modi
"Thank you @CyrilRamaphosa for your wishes. I also extend my heartiest congratulations to you on inauguration of your second term as President of South Africa ! I look forward to continue working with you to further strengthen India-South Africa ties, and also to meeting you soon. https://t.co/MSpIheytDs",2153,17046,27-05-2019 12:53,Modi
"Thank you Prime Minister @jacindaardern for your message. I look forward to continue working with you to further strengthen our bilateral ties in all spheres, including in our shared fight against the forces of radicalism and terrorism.",2824,23640,27-05-2019 12:52,Modi
Thank you @sebastiankurz for your words of congratulations. I look forward to working for stronger ties between India and Austria. https://t.co/tueM3nHf6r,1897,14351,27-05-2019 12:52,Modi
Interacting with hardworking BJP Karyakartas in Kashi. Watch. https://t.co/0BBlV3sIL7,5129,27778,27-05-2019 07:06,Modi
Tributes to Pandit Jawaharlal Nehru Ji on his death anniversary. We remember his contributions to our nation.,6358,72574,27-05-2019 02:31,Modi
"Greetings to my valued colleague @nitin_gadkari Ji on his birthday. Gadkari Ji has made a mark as a good organiser, who has strengthened BJP at the grassroots and an effective minister, who has contributed to creating new infrastructure. Praying for his long and healthy life.",6779,61809,27-05-2019 02:30,Modi
Spent time with my Mother and sought her blessings. https://t.co/DZmYSi9HaR,18789,170121,26-05-2019 17:52,Modi
"Located in Khanpur in Ahmedabad, the BJP headquarters has witnessed many landmark events. It was from here that BJP grew rapidly across Gujarat and won peoples trust.  My visit to the headquarters brought back many memories and gave an opportunity to interact with Karyakartas. https://t.co/8T2qTlXcAe",4982,35856,26-05-2019 17:29,Modi
Thankful to the people of Ahmedabad for coming to bless us this evening. https://t.co/p19EIvoNMI,5486,52337,26-05-2019 17:22,Modi
Thank you Deputy PM @drwanazizah for your good wishes. I recall our meeting during my visit to Malaysia last year. I look forward to further strengthening the strong partnership between our two countries. https://t.co/5Qic3Jm1hg,2293,18865,26-05-2019 15:23,Modi
Thank you for your kind words @RailaOdinga. India values the partnership with Kenya and we will continue to bring our two countries closer for mutual benefit. https://t.co/tvSF6eplm0,2006,13826,26-05-2019 15:23,Modi
Thank you Dear Friend President Uhuru Kenyatta for heartfelt greetings. India cherishes longstanding and diverse ties with Kenya. I am committed to working closely with you for further enhancing our comprehensive partnership for the benefit our peoples.,4197,40416,26-05-2019 15:22,Modi
Thanks for the wishes @SubhashGhai1. https://t.co/GFWCRCuJ3Q,1682,15234,26-05-2019 15:20,Modi
Thank you @duttsanjay. https://t.co/zNBrw8X1Iq,2076,23150,26-05-2019 15:06,Modi
Thank you for the good wishes @ManushiChhillar. One of the most remarkable things of this election has been the record participation of first time voters. This makes our democracy stronger and more vibrant. https://t.co/TnijizODhB,2643,23128,26-05-2019 15:05,Modi
Live from Ahmedabad. https://t.co/TqmC7WU0aW,3668,19569,26-05-2019 13:52,Modi
"On landing in Ahmedabad, paid tributes to the great Sardar Patel.   An icon of modern India, his contribution towards nation building is monumental. https://t.co/wRwrWDrqjy",11603,91538,26-05-2019 13:05,Modi
Thank you Prime Minister Mahathir for your greetings! I fondly recall our meeting last year and look forward to working closely with you for further strengthening our multifaceted relations with Malaysia in all spheres. @chedetofficial https://t.co/AuHqXoX1rq,3373,26962,26-05-2019 09:26,Modi
Had an excellent meeting with Andhra Pradeshs CM designate @ysjagan. We had a fruitful interaction on several issues pertaining to APs development. Assured him all possible support from the Centre during his term. https://t.co/u7bwPGI4t6,8670,65943,26-05-2019 07:49,Modi
@ysjagan    .          .          . https://t.co/g6mvRW3Me4,6126,49309,26-05-2019 07:47,Modi
Called on Vice President Shri @MVenkaiahNaidu Ji. @VPSecretariat https://t.co/6buaaCFn5z,4026,37059,26-05-2019 06:04,Modi
"Thank you President @jairbolsonaro. I look forward to making your acquaintance and working with you to develop India-Brazil relations in all spheres, and our cooperation in multilateral fora, including BRICS under your Chairmanship. https://t.co/j5lc2RidhD",3478,25947,25-05-2019 17:44,Modi
-  @aanandlrai  https://t.co/ngIF8gAYqR,2045,20076,25-05-2019 17:41,Modi
Thank you @SDhawan25. We will continue to serve our citizens and enhance Indias growth trajectory. https://t.co/Vp2fwXaeQj,2779,30355,25-05-2019 17:40,Modi
Thank you @mauriciomacri! I look forward to continue working with you to take the India-Argentina strategic partnership to even greater heights. https://t.co/dK4rAxpmfp,1949,15554,25-05-2019 17:38,Modi
Thanks. @varunsharma90 https://t.co/sFoBIw1AJm,1380,12619,25-05-2019 17:36,Modi
Thank you for the good wishes. @Its_Badshah. https://t.co/o59J44KrSd,1629,16031,25-05-2019 17:35,Modi
"For 70 years, Indias poor were betrayed. In the last 5 years, an effort was made to change this culture.  Similarly, for 70 years, minorities were treated only as vote banks. Sabka Saath, Sabka Vikas, Sabka Vishwas aims to correct this wrong and work towards real empowerment. https://t.co/TtzXq9Qd8L",8117,44055,25-05-2019 16:21,Modi
Our Constitution is a rich and extensive social document that encapsulates the dreams our freedom fighters had for the nation.  Our only loyalty is to the Constitution and the values enshrined in it. https://t.co/3VysAWfKDI,12642,87379,25-05-2019 16:11,Modi
"I thank colleagues of the BJP and NDA for placing their faith in me and electing me to lead the NDA in Parliament.   We will work together, as a team and contribute to Indias development trajectory. https://t.co/r1jc9xsTe3",5691,38355,25-05-2019 15:56,Modi
The NDA represents the best of India.  Our alliance has both energy and synergy.   This is an alliance that will fulfil regional aspirations and cater to national ambitions. https://t.co/35pHMPFmO6,4013,21945,25-05-2019 15:53,Modi
The hallmark of a New India is the absence of VIP culture.   We have set this trend and are determined to pursue it in the times to come. https://t.co/dGRBzCbeqV,4563,22656,25-05-2019 15:52,Modi
"2014-2019       ,     https://t.co/K782TBOzuK",5358,32802,25-05-2019 15:52,Modi
"-       ,           ,      https://t.co/UAvnh0M2Be",7957,50546,25-05-2019 15:51,Modi
", ,   ...                  https://t.co/R4ytMdRAen",8567,49978,25-05-2019 15:51,Modi
Staked claim to form the Government. https://t.co/CKvgqxROrn,7191,32990,25-05-2019 15:40,Modi
At the NDA meeting in Central Hall. Watch. https://t.co/i4opBHnQg8,8316,32782,25-05-2019 12:11,Modi
Thank you @HHShkMohd for the greetings.  Look forward to further strengthening of entire gamut our bilateral relations. https://t.co/DY73F5yzhj,2633,19441,25-05-2019 07:01,Modi
Thank you President @Macky_Sall for your warm wishes and greetings. I look forward to working closely with you to further strengthen our bilateral relations with Senegal. https://t.co/lIT2aW3HFE,2017,15473,25-05-2019 07:00,Modi
Thank you @RaviShastriOfc. https://t.co/u26okNWaUb,2257,23586,25-05-2019 07:00,Modi
Thank you @imVkohli. Wishing you and the team the very best for the upcoming World Cup. https://t.co/8D6T6v4n6j,7295,69255,25-05-2019 06:59,Modi
"Humbled the affection, @AnupamPKher. Please thank your mother for the blessings and confidence she has placed in us.   I assure her, and every citizen of India that we will work even harder to fulfil the aspirations of our citizens. https://t.co/wxPC59kfs2",5382,40607,25-05-2019 06:54,Modi
Thank you @MadhuriDixit. Our efforts to transform lives and make India more developed continue with renewed vigour. https://t.co/ksvbUtQpZb,2496,22309,25-05-2019 06:44,Modi
Thank you @ajaydevgn. It is an honour to serve 130 crore Indians and work for the empowerment of the poor. https://t.co/nXKUBDmIkS,3939,35792,25-05-2019 06:43,Modi
"Will be going to Gujarat tomorrow evening, to seek blessings of my Mother. Day after tomorrow morning, I will be in Kashi to thank the people of this great land for reposing their faith in me.",17485,149872,25-05-2019 04:43,Modi
"Thank you @BillGates.   Glad that you mention healthcare and nutrition, which are priority areas for the Government of India. We have made remarkable strides in these sectors during the last five years and in this term, we will do even more. https://t.co/juHHWH5yot",7179,47369,24-05-2019 17:41,Modi
Thank you @AnushkaSharma. https://t.co/6BKRyMuLGA,2848,31891,24-05-2019 17:37,Modi
Thank you. I appreciate your good wishes @BeingSalmanKhan. https://t.co/Vlfz6T7nNn,7289,79305,24-05-2019 17:37,Modi
Thank you @iamsrk. Looking forward to building on the work done in the last five years to fulfil people's aspirations. https://t.co/tsHzq1ijVS,5277,42323,24-05-2019 17:36,Modi
Thanks for the good wishes @DevJhajharia. https://t.co/CtsTrDnp3a,1848,18549,24-05-2019 17:34,Modi
Thank you @TheAaryanKartik. https://t.co/R5aUe5pY3u,1932,20589,24-05-2019 17:33,Modi
-  @Kailashkher  https://t.co/Xa4VPxD7Xj,2904,30423,24-05-2019 17:33,Modi
"President @moonriver365, I am deeply touched by the warmth you have always displayed for me and my people. I look forward to big strides in India-ROK relations with your support in the coming years! https://t.co/SJvjPxls4a",4100,24127,24-05-2019 17:32,Modi
